,var.features,ID
ENSG00000258975,NA,ENSG00000258975
ENSG00000258789,NA,ENSG00000258789
ENSG00000283627,NA,ENSG00000283627
ENSG00000277801,NA,ENSG00000277801
FOXN3-AS2,NA,ENSG00000259073
ENSG00000287437,NA,ENSG00000287437
ENSG00000258424,NA,ENSG00000258424
LINC02317,NA,ENSG00000258678
ENSG00000258935,NA,ENSG00000258935
ENSG00000258437,NA,ENSG00000258437
ENSG00000258716,NA,ENSG00000258716
ENSG00000287663,NA,ENSG00000287663
LINC02833,NA,ENSG00000258742
LINC02287,NA,ENSG00000258499
ENSG00000278396,NA,ENSG00000278396
COX8C,NA,ENSG00000187581
ENSG00000258987,NA,ENSG00000258987
CCDC197,NA,ENSG00000175699
SERPINA11,NA,ENSG00000186910
SERPINA9,NA,ENSG00000170054
SERPINA12,NA,ENSG00000165953
SERPINA5,NA,ENSG00000188488
GSC,NA,ENSG00000133937
TCL1B,NA,ENSG00000213231
ENSG00000258793,NA,ENSG00000258793
ENSG00000287350,NA,ENSG00000287350
ENSG00000259026,NA,ENSG00000259026
ENSG00000285584,NA,ENSG00000285584
LINC02291,NA,ENSG00000197176
ENSG00000287501,NA,ENSG00000287501
LINC02295,NA,ENSG00000258511
LINC02914,NA,ENSG00000176605
ENSG00000287991,NA,ENSG00000287991
ENSG00000289137,NA,ENSG00000289137
ENSG00000258749,NA,ENSG00000258749
ENSG00000258672,NA,ENSG00000258672
ENSG00000258693,NA,ENSG00000258693
ENSG00000258504,NA,ENSG00000258504
ENSG00000259031,NA,ENSG00000259031
ENSG00000289278,NA,ENSG00000289278
DLK1,NA,ENSG00000185559
LINC02285,NA,ENSG00000259004
LINC02314,NA,ENSG00000259082
ENSG00000259166,NA,ENSG00000259166
DIO3,NA,ENSG00000197406
ENSG00000256705,NA,ENSG00000256705
ENSG00000289482,NA,ENSG00000289482
LBHD2,NA,ENSG00000283071
ENSG00000288610,NA,ENSG00000288610
ENSG00000278071,NA,ENSG00000278071
ENSG00000269910,NA,ENSG00000269910
ENSG00000258736,NA,ENSG00000258736
ENSG00000258858,NA,ENSG00000258858
ENSG00000286636,NA,ENSG00000286636
ENSG00000287459,NA,ENSG00000287459
ENSG00000257270,NA,ENSG00000257270
IGHA1,NA,ENSG00000211895
IGHG1,NA,ENSG00000211896
IGHD,NA,ENSG00000211898
IGHM,NA,ENSG00000211899
FAM30A,NA,ENSG00000226777
ENSG00000278626,NA,ENSG00000278626
ENSG00000268531,NA,ENSG00000268531
POTEB3,NA,ENSG00000278522
ENSG00000287345,NA,ENSG00000287345
ENSG00000291163,NA,ENSG00000291163
ENSG00000286598,NA,ENSG00000286598
ENSG00000260978,NA,ENSG00000260978
PWRN2,NA,ENSG00000260551
ENSG00000257647,NA,ENSG00000257647
ENSG00000287482,NA,ENSG00000287482
ATP10A-DT,NA,ENSG00000259011
ENSG00000258931,NA,ENSG00000258931
ENSG00000287922,NA,ENSG00000287922
ENSG00000258853,NA,ENSG00000258853
ENSG00000232394,NA,ENSG00000232394
GOLGA6L24,NA,ENSG00000237850
ENSG00000290880,NA,ENSG00000290880
ENSG00000259277,NA,ENSG00000259277
ENSG00000287334,NA,ENSG00000287334
GOLGA8T,NA,ENSG00000261247
SCG5-AS1,NA,ENSG00000241818
ENSG00000289896,NA,ENSG00000289896
ENSG00000288726,NA,ENSG00000288726
ENSG00000276702,NA,ENSG00000276702
ENSG00000259287,NA,ENSG00000259287
ENSG00000278472,NA,ENSG00000278472
ENSG00000259468,NA,ENSG00000259468
LINC02252,NA,ENSG00000261304
ACTC1,NA,ENSG00000159251
ENSG00000259587,NA,ENSG00000259587
ENSG00000259395,NA,ENSG00000259395
ENSG00000259737,NA,ENSG00000259737
ENSG00000274444,NA,ENSG00000274444
TMCO5A,NA,ENSG00000166069
ENSG00000259598,NA,ENSG00000259598
LINC02915,NA,ENSG00000175746
ENSG00000259269,NA,ENSG00000259269
THBS1-IT1,NA,ENSG00000276107
THBS1-AS1,NA,ENSG00000278621
ENSG00000259432,NA,ENSG00000259432
GPR176-DT,NA,ENSG00000246863
ENSG00000259584,NA,ENSG00000259584
ENSG00000275636,NA,ENSG00000275636
PAK6-AS1,NA,ENSG00000176753
ANKRD63,NA,ENSG00000230778
ENSG00000273855,NA,ENSG00000273855
PHGR1,NA,ENSG00000233041
ENSG00000289148,NA,ENSG00000289148
ENSG00000259211,NA,ENSG00000259211
ENSG00000259254,NA,ENSG00000259254
C15orf62,NA,ENSG00000188277
RHOV,NA,ENSG00000104140
CHAC1,NA,ENSG00000128965
ENSG00000259463,NA,ENSG00000259463
INO80-AS1,NA,ENSG00000259521
ENSG00000250379,NA,ENSG00000250379
ENSG00000278493,NA,ENSG00000278493
EHD4-AS1,NA,ENSG00000259883
PLA2G4E-AS1,NA,ENSG00000246740
ENSG00000261822,NA,ENSG00000261822
ENSG00000274403,NA,ENSG00000274403
TTBK2-AS1,NA,ENSG00000246283
ENSG00000286877,NA,ENSG00000286877
ENSG00000261687,NA,ENSG00000261687
TGM7,NA,ENSG00000159495
TERB2,NA,ENSG00000167014
DUOXA2,NA,ENSG00000140274
ENSG00000259932,NA,ENSG00000259932
ENSG00000259342,NA,ENSG00000259342
ENSG00000273972,NA,ENSG00000273972
ENSG00000259588,NA,ENSG00000259588
SLC24A5,NA,ENSG00000188467
ENSG00000259385,NA,ENSG00000259385
ENSG00000286947,NA,ENSG00000286947
FBN1-DT,NA,ENSG00000259705
ENSG00000259469,NA,ENSG00000259469
ENSG00000259670,NA,ENSG00000259670
ENSG00000259602,NA,ENSG00000259602
ENSG00000259656,NA,ENSG00000259656
ENSG00000259188,NA,ENSG00000259188
ENSG00000259715,NA,ENSG00000259715
ENSG00000259684,NA,ENSG00000259684
ENSG00000259773,NA,ENSG00000259773
ENSG00000259241,NA,ENSG00000259241
ENSG00000274954,NA,ENSG00000274954
ENSG00000259185,NA,ENSG00000259185
ENSG00000274528,NA,ENSG00000274528
ENSG00000259178,NA,ENSG00000259178
BCL2L10,NA,ENSG00000137875
ENSG00000259327,NA,ENSG00000259327
ENSG00000259709,NA,ENSG00000259709
ENSG00000260618,NA,ENSG00000260618
ENSG00000279145,NA,ENSG00000279145
ENSG00000276533,NA,ENSG00000276533
ENSG00000274765,NA,ENSG00000274765
ENSG00000275417,NA,ENSG00000275417
ENSG00000259941,NA,ENSG00000259941
ENSG00000277245,NA,ENSG00000277245
LINC03065,NA,ENSG00000276524
ENSG00000275343,NA,ENSG00000275343
LINC01413,NA,ENSG00000260172
ENSG00000261489,NA,ENSG00000261489
ENSG00000261219,NA,ENSG00000261219
ENSG00000274719,NA,ENSG00000274719
ALDH1A2-AS1,NA,ENSG00000259285
ENSG00000259250,NA,ENSG00000259250
ENSG00000277144,NA,ENSG00000277144
LDHAL6B,NA,ENSG00000171989
ENSG00000227161,NA,ENSG00000227161
ENSG00000259238,NA,ENSG00000259238
ENSG00000286495,NA,ENSG00000286495
ENSG00000259274,NA,ENSG00000259274
RORA-AS2,NA,ENSG00000259482
ENSG00000259591,NA,ENSG00000259591
ENSG00000285863,NA,ENSG00000285863
VPS13C-DT,NA,ENSG00000259251
ENSG00000289547,NA,ENSG00000289547
ENSG00000289571,NA,ENSG00000289571
ENSG00000291297,NA,ENSG00000291297
ENSG00000259756,NA,ENSG00000259756
ENSG00000259727,NA,ENSG00000259727
ENSG00000259627,NA,ENSG00000259627
ENSG00000259672,NA,ENSG00000259672
ENSG00000264937,NA,ENSG00000264937
ENSG00000275332,NA,ENSG00000275332
SLC51B,NA,ENSG00000186198
ENSG00000277351,NA,ENSG00000277351
KBTBD13,NA,ENSG00000234438
ENSG00000278737,NA,ENSG00000278737
ENSG00000275638,NA,ENSG00000275638
ENSG00000289992,NA,ENSG00000289992
ENSG00000274995,NA,ENSG00000274995
ENSG00000259202,NA,ENSG00000259202
MAP2K5-DT,NA,ENSG00000270964
SKOR1-AS1,NA,ENSG00000245719
ENSG00000286770,NA,ENSG00000286770
ENSG00000259265,NA,ENSG00000259265
ENSG00000259252,NA,ENSG00000259252
ENSG00000259503,NA,ENSG00000259503
LINC02205,NA,ENSG00000259473
ENSG00000287741,NA,ENSG00000287741
SALRNA3,NA,ENSG00000281264
SALRNA2,NA,ENSG00000280515
ENSG00000259624,NA,ENSG00000259624
CT62,NA,ENSG00000225362
ENSG00000278408,NA,ENSG00000278408
ENSG00000260037,NA,ENSG00000260037
TMEM202,NA,ENSG00000187806
ENSG00000259528,NA,ENSG00000259528
ENSG00000276807,NA,ENSG00000276807
ENSG00000260624,NA,ENSG00000260624
ENSG00000287543,NA,ENSG00000287543
LINC02255,NA,ENSG00000277718
ENSG00000286696,NA,ENSG00000286696
ENSG00000275527,NA,ENSG00000275527
CYP1A1,NA,ENSG00000140465
ENSG00000261779,NA,ENSG00000261779
GOLGA6C,NA,ENSG00000167195
ENSG00000291229,NA,ENSG00000291229
ENSG00000260235,NA,ENSG00000260235
ENSG00000260206,NA,ENSG00000260206
ENSG00000274515,NA,ENSG00000274515
ENSG00000260892,NA,ENSG00000260892
ODF3L1,NA,ENSG00000182950
ENSG00000287503,NA,ENSG00000287503
LINGO1-AS2,NA,ENSG00000259281
ENSG00000290664,NA,ENSG00000290664
ENSG00000291296,NA,ENSG00000291296
ENSG00000261244,NA,ENSG00000261244
ENSG00000261403,NA,ENSG00000261403
ENSG00000259792,NA,ENSG00000259792
SH2D7,NA,ENSG00000183476
ENSG00000272418,NA,ENSG00000272418
ENSG00000259322,NA,ENSG00000259322
ENSG00000277482,NA,ENSG00000277482
ENSG00000287408,NA,ENSG00000287408
ENSG00000289561,NA,ENSG00000289561
ENSG00000259548,NA,ENSG00000259548
ENSG00000287813,NA,ENSG00000287813
ENSG00000271983,NA,ENSG00000271983
ENSG00000277782,NA,ENSG00000277782
ENSG00000273920,NA,ENSG00000273920
ENSG00000275995,NA,ENSG00000275995
ENSG00000259594,NA,ENSG00000259594
LINC01583,NA,ENSG00000259518
ENSG00000287872,NA,ENSG00000287872
ENSG00000289704,NA,ENSG00000289704
ENSG00000290946,NA,ENSG00000290946
ENSG00000260608,NA,ENSG00000260608
BNC1,NA,ENSG00000169594
ENSG00000274128,NA,ENSG00000274128
ENSG00000259654,NA,ENSG00000259654
ENSG00000286505,NA,ENSG00000286505
ENSG00000259375,NA,ENSG00000259375
ENSG00000259276,NA,ENSG00000259276
ENSG00000259544,NA,ENSG00000259544
AGBL1-AS1,NA,ENSG00000260125
ENSG00000259620,NA,ENSG00000259620
ENSG00000259676,NA,ENSG00000259676
ENSG00000261407,NA,ENSG00000261407
POLG-DT,NA,ENSG00000261441
ENSG00000259615,NA,ENSG00000259615
ENSG00000275345,NA,ENSG00000275345
ENSG00000259177,NA,ENSG00000259177
ENSG00000259212,NA,ENSG00000259212
ENSG00000285560,NA,ENSG00000285560
ENSG00000287061,NA,ENSG00000287061
ENSG00000259661,NA,ENSG00000259661
RCCD1-AS1,NA,ENSG00000258384
ENSG00000278514,NA,ENSG00000278514
ENSG00000289066,NA,ENSG00000289066
ENSG00000258761,NA,ENSG00000258761
C15orf32,NA,ENSG00000183643
ENSG00000258676,NA,ENSG00000258676
ENSG00000271763,NA,ENSG00000271763
ENSG00000274215,NA,ENSG00000274215
ENSG00000289200,NA,ENSG00000289200
ENSG00000288872,NA,ENSG00000288872
ENSG00000258831,NA,ENSG00000258831
ENSG00000258433,NA,ENSG00000258433
ENSG00000285700,NA,ENSG00000285700
ENSG00000258489,NA,ENSG00000258489
ENSG00000259359,NA,ENSG00000259359
ENSG00000278146,NA,ENSG00000278146
LINC02157,NA,ENSG00000259763
ENSG00000259542,NA,ENSG00000259542
ENSG00000259312,NA,ENSG00000259312
ENSG00000259534,NA,ENSG00000259534
ENSG00000291301,NA,ENSG00000291301
ENSG00000287321,NA,ENSG00000287321
LINC01582,NA,ENSG00000259611
ENSG00000274312,NA,ENSG00000274312
SYNM-AS2,NA,ENSG00000261054
LINC02244,NA,ENSG00000259590
ENSG00000274294,NA,ENSG00000274294
LINC03080,NA,ENSG00000259341
ENSG00000259540,NA,ENSG00000259540
ENSG00000278456,NA,ENSG00000278456
ENSG00000287892,NA,ENSG00000287892
ENSG00000259182,NA,ENSG00000259182
OR4F15,NA,ENSG00000182854
ENSG00000259553,NA,ENSG00000259553
WASIR2,NA,ENSG00000231439
HBM,NA,ENSG00000206177
HBA2,HBA2,ENSG00000188536
ENSG00000290010,NA,ENSG00000290010
HBQ1,NA,ENSG00000086506
ENSG00000268836,NA,ENSG00000268836
ENSG00000276984,NA,ENSG00000276984
ENSG00000261691,NA,ENSG00000261691
PRR35,NA,ENSG00000161992
STUB1-DT,NA,ENSG00000260394
MSLNL,NA,ENSG00000162006
ENSG00000260496,NA,ENSG00000260496
SSTR5,NA,ENSG00000162009
ENSG00000273551,NA,ENSG00000273551
ENSG00000259910,NA,ENSG00000259910
ENSG00000261294,NA,ENSG00000261294
TPSG1,NA,ENSG00000116176
ENSG00000277010,NA,ENSG00000277010
ENSG00000261641,NA,ENSG00000261641
ENSG00000260051,NA,ENSG00000260051
ENSG00000260954,NA,ENSG00000260954
ENSG00000261207,NA,ENSG00000261207
MEIOB,NA,ENSG00000162039
ENSG00000260541,NA,ENSG00000260541
HS3ST6,NA,ENSG00000162040
ENSG00000277602,NA,ENSG00000277602
ENSG00000260107,NA,ENSG00000260107
PKD1-AS1,NA,ENSG00000259933
ENSG00000261240,NA,ENSG00000261240
ENSG00000260447,NA,ENSG00000260447
ENSG00000261532,NA,ENSG00000261532
ENSG00000259780,NA,ENSG00000259780
ENSG00000285970,NA,ENSG00000285970
ENSG00000260095,NA,ENSG00000260095
CEMP1,NA,ENSG00000205923
ENSG00000260436,NA,ENSG00000260436
ENSG00000261093,NA,ENSG00000261093
PRSS41,NA,ENSG00000215148
ZG16B,NA,ENSG00000162078
PRSS30P,NA,ENSG00000291300
ENSG00000263325,NA,ENSG00000263325
ENSG00000263280,NA,ENSG00000263280
KREMEN2,NA,ENSG00000131650
ENSG00000262362,NA,ENSG00000262362
ENSG00000205890,NA,ENSG00000205890
ZSCAN10,NA,ENSG00000130182
ENSG00000262899,NA,ENSG00000262899
OR2C1,NA,ENSG00000168158
C16orf90,NA,ENSG00000215131
ENSG00000276754,NA,ENSG00000276754
ENSG00000277170,NA,ENSG00000277170
LINC01570,NA,ENSG00000260338
ENSG00000260058,NA,ENSG00000260058
ENSG00000259819,NA,ENSG00000259819
ENSG00000261392,NA,ENSG00000261392
ENSG00000260349,NA,ENSG00000260349
LINC01177,NA,ENSG00000261397
LINC01195,NA,ENSG00000261075
ENSG00000260756,NA,ENSG00000260756
ENSG00000256013,NA,ENSG00000256013
ENSG00000260310,NA,ENSG00000260310
ENSG00000263279,NA,ENSG00000263279
ENSG00000289073,NA,ENSG00000289073
ENSG00000274038,NA,ENSG00000274038
ENSG00000287121,NA,ENSG00000287121
ENSG00000263080,NA,ENSG00000263080
TXNDC11-AS1,NA,ENSG00000262420
TNFRSF17,NA,ENSG00000048462
ENSG00000261293,NA,ENSG00000261293
ENSG00000261394,NA,ENSG00000261394
ENSG00000259876,NA,ENSG00000259876
ENSG00000260378,NA,ENSG00000260378
ENSG00000261158,NA,ENSG00000261158
ENSG00000262116,NA,ENSG00000262116
ENSG00000262732,NA,ENSG00000262732
ENSG00000262529,NA,ENSG00000262529
LINC02130,NA,ENSG00000260009
ENSG00000261695,NA,ENSG00000261695
ENSG00000257391,NA,ENSG00000257391
ENSG00000257769,NA,ENSG00000257769
ENSG00000263065,NA,ENSG00000263065
ENSG00000262171,NA,ENSG00000262171
ENSG00000262848,NA,ENSG00000262848
ENSG00000287905,NA,ENSG00000287905
ENSG00000261448,NA,ENSG00000261448
ENSG00000285850,NA,ENSG00000285850
ENSG00000260242,NA,ENSG00000260242
ENSG00000261759,NA,ENSG00000261759
ENSG00000286790,NA,ENSG00000286790
ENSG00000260934,NA,ENSG00000260934
ENSG00000276571,NA,ENSG00000276571
GP2,NA,ENSG00000169347
ENSG00000263237,NA,ENSG00000263237
ACSM2A,NA,ENSG00000183747
ACSM2B,NA,ENSG00000066813
ENSG00000262983,NA,ENSG00000262983
ENSG00000260306,NA,ENSG00000260306
ENSG00000290675,NA,ENSG00000290675
ENSG00000275445,NA,ENSG00000275445
ENSG00000260277,NA,ENSG00000260277
ENSG00000261113,NA,ENSG00000261113
ENSG00000260635,NA,ENSG00000260635
ENSG00000285613,NA,ENSG00000285613
CHP2,NA,ENSG00000166869
LINC02194,NA,ENSG00000260264
ENSG00000275494,NA,ENSG00000275494
LCMT1-AS2,NA,ENSG00000260034
ENSG00000259955,NA,ENSG00000259955
LINC02191,NA,ENSG00000261636
LINC02195,NA,ENSG00000236481
LINC02129,NA,ENSG00000261045
ENSG00000259940,NA,ENSG00000259940
ENSG00000274092,NA,ENSG00000274092
ENSG00000260570,NA,ENSG00000260570
CD19,NA,ENSG00000177455
ENSG00000260367,NA,ENSG00000260367
ENSG00000261552,NA,ENSG00000261552
ENSG00000289080,NA,ENSG00000289080
ENSG00000277999,NA,ENSG00000277999
ENSG00000289029,NA,ENSG00000289029
SLX1B,NA,ENSG00000181625
ENSG00000275857,NA,ENSG00000275857
ENSG00000259952,NA,ENSG00000259952
ENSG00000278713,NA,ENSG00000278713
C16orf92,NA,ENSG00000167194
ENSG00000274904,NA,ENSG00000274904
CORO1A-AS1,NA,ENSG00000261416
ENSG00000290692,NA,ENSG00000290692
ENSG00000274653,NA,ENSG00000274653
ENSG00000260487,NA,ENSG00000260487
ENSG00000261332,NA,ENSG00000261332
ENSG00000261840,NA,ENSG00000261840
ENSG00000274678,NA,ENSG00000274678
ENSG00000262721,NA,ENSG00000262721
ENSG00000275263,NA,ENSG00000275263
ENSG00000260304,NA,ENSG00000260304
PYCARD,NA,ENSG00000103490
PYCARD-AS1,NA,ENSG00000261359
PYDC1,NA,ENSG00000169900
COX6A2,NA,ENSG00000156885
SLC5A2,NA,ENSG00000140675
ENSG00000260740,NA,ENSG00000260740
ENSG00000289889,NA,ENSG00000289889
AHSP,NA,ENSG00000169877
LINC02190,NA,ENSG00000261475
ENSG00000276867,NA,ENSG00000276867
ENSG00000260847,NA,ENSG00000260847
TP53TG3D,NA,ENSG00000205456
ENSG00000291267,NA,ENSG00000291267
ENSG00000260958,NA,ENSG00000260958
LINC01566,NA,ENSG00000259841
ENSG00000261512,NA,ENSG00000261512
ENSG00000261131,NA,ENSG00000261131
ENSG00000260744,NA,ENSG00000260744
ENSG00000262038,NA,ENSG00000262038
ENSG00000261267,NA,ENSG00000261267
ENSG00000260052,NA,ENSG00000260052
ENSG00000261421,NA,ENSG00000261421
ENSG00000263110,NA,ENSG00000263110
ENSG00000275155,NA,ENSG00000275155
ENSG00000261751,NA,ENSG00000261751
ENSG00000261393,NA,ENSG00000261393
ENSG00000260029,NA,ENSG00000260029
ENSG00000270120,NA,ENSG00000270120
ENSG00000260616,NA,ENSG00000260616
LINC02168,NA,ENSG00000261703
LINC02127,NA,ENSG00000261637
ENSG00000260620,NA,ENSG00000260620
ENSG00000287718,NA,ENSG00000287718
ENSG00000260975,NA,ENSG00000260975
CASC16,NA,ENSG00000249231
LINC03064,NA,ENSG00000260963
MPHOSPH10P1,NA,ENSG00000291103
ENSG00000259926,NA,ENSG00000259926
ENSG00000275191,NA,ENSG00000275191
ENSG00000260194,NA,ENSG00000260194
ENSG00000261049,NA,ENSG00000261049
LINC02169,NA,ENSG00000259517
ENSG00000287885,NA,ENSG00000287885
LINC02183,NA,ENSG00000283304
ENSG00000283258,NA,ENSG00000283258
ENSG00000289307,NA,ENSG00000289307
GNAO1-AS1,NA,ENSG00000261439
ENSG00000272372,NA,ENSG00000272372
ENSG00000260621,NA,ENSG00000260621
ENSG00000260823,NA,ENSG00000260823
MT1JP,NA,ENSG00000290662
MT1A,NA,ENSG00000205362
ENSG00000291095,NA,ENSG00000291095
MT1G,NA,ENSG00000125144
MT1H,NA,ENSG00000205358
ENSG00000260145,NA,ENSG00000260145
ENSG00000261633,NA,ENSG00000261633
ENSG00000260545,NA,ENSG00000260545
PRSS54,NA,ENSG00000103023
ENSG00000261078,NA,ENSG00000261078
ENSG00000276131,NA,ENSG00000276131
ENSG00000289004,NA,ENSG00000289004
ENSG00000261638,NA,ENSG00000261638
ENSG00000261310,NA,ENSG00000261310
ENSG00000286653,NA,ENSG00000286653
ENSG00000260600,NA,ENSG00000260600
LINC02165,NA,ENSG00000261014
ENSG00000261028,NA,ENSG00000261028
ENSG00000260834,NA,ENSG00000260834
ENSG00000260755,NA,ENSG00000260755
ENSG00000277978,NA,ENSG00000277978
ENSG00000260650,NA,ENSG00000260650
DYNC1LI2-DT,NA,ENSG00000246777
ENSG00000258122,NA,ENSG00000258122
ENSG00000288854,NA,ENSG00000288854
CDH16,NA,ENSG00000166589
AGRP,NA,ENSG00000159723
ENSG00000261396,NA,ENSG00000261396
ENSG00000259945,NA,ENSG00000259945
ENSG00000260894,NA,ENSG00000260894
ENSG00000262160,NA,ENSG00000262160
ESRP2,NA,ENSG00000103067
ENSG00000260441,NA,ENSG00000260441
ENSG00000266801,NA,ENSG00000266801
CHTF8,NA,ENSG00000168802
DERPC,NA,ENSG00000286140
ENSG00000260156,NA,ENSG00000260156
ENSG00000259798,NA,ENSG00000259798
ENSG00000260520,NA,ENSG00000260520
ENSG00000260015,NA,ENSG00000260015
TAT-AS1,NA,ENSG00000260886
TAT,NA,ENSG00000198650
ENSG00000260593,NA,ENSG00000260593
ENSG00000260185,NA,ENSG00000260185
ENSG00000261513,NA,ENSG00000261513
ENSG00000261765,NA,ENSG00000261765
ENSG00000289937,NA,ENSG00000289937
HP,NA,ENSG00000257017
HPR,NA,ENSG00000261701
ENSG00000260252,NA,ENSG00000260252
ENSG00000279206,NA,ENSG00000279206
ENSG00000272330,NA,ENSG00000272330
HCCAT5,NA,ENSG00000260880
ENSG00000259817,NA,ENSG00000259817
ENSG00000261248,NA,ENSG00000261248
ENSG00000260884,NA,ENSG00000260884
CTRB1,NA,ENSG00000168925
ENSG00000261783,NA,ENSG00000261783
ENSG00000276408,NA,ENSG00000276408
ENSG00000276523,NA,ENSG00000276523
DUXB,NA,ENSG00000282757
CPHXL,NA,ENSG00000283755
ENSG00000286841,NA,ENSG00000286841
LINC02131,NA,ENSG00000261154
ENSG00000261707,NA,ENSG00000261707
ENSG00000285538,NA,ENSG00000285538
ENSG00000287106,NA,ENSG00000287106
ENSG00000260733,NA,ENSG00000260733
ENSG00000286894,NA,ENSG00000286894
ENSG00000260694,NA,ENSG00000260694
ENSG00000260479,NA,ENSG00000260479
ENSG00000260511,NA,ENSG00000260511
ENSG00000285918,NA,ENSG00000285918
LINC01228,NA,ENSG00000261082
ENSG00000260594,NA,ENSG00000260594
ENSG00000261838,NA,ENSG00000261838
ENSG00000245059,NA,ENSG00000245059
ENSG00000286759,NA,ENSG00000286759
ENSG00000261285,NA,ENSG00000261285
ENSG00000286528,NA,ENSG00000286528
CDH13-AS1,NA,ENSG00000261410
ENSG00000260932,NA,ENSG00000260932
ENSG00000274677,NA,ENSG00000274677
MBTPS1-DT,NA,ENSG00000260018
ENSG00000250685,NA,ENSG00000250685
ENSG00000260858,NA,ENSG00000260858
ENSG00000260530,NA,ENSG00000260530
ENSG00000261243,NA,ENSG00000261243
ENSG00000260859,NA,ENSG00000260859
ENSG00000279622,NA,ENSG00000279622
ENSG00000287787,NA,ENSG00000287787
ENSG00000270124,NA,ENSG00000270124
ENSG00000269898,NA,ENSG00000269898
ENSG00000270184,NA,ENSG00000270184
ENSG00000285163,NA,ENSG00000285163
ENSG00000269667,NA,ENSG00000269667
LINC01081,NA,ENSG00000268754
LINC02135,NA,ENSG00000268532
LINC00917,NA,ENSG00000168367
ENSG00000269826,NA,ENSG00000269826
FOXC2-AS1,NA,ENSG00000260944
ENSG00000260387,NA,ENSG00000260387
ENSG00000274478,NA,ENSG00000274478
LINC02189,NA,ENSG00000260026
ENSG00000287010,NA,ENSG00000287010
ENSG00000261363,NA,ENSG00000261363
ENSG00000261095,NA,ENSG00000261095
ENSG00000261697,NA,ENSG00000261697
ENSG00000270082,NA,ENSG00000270082
ENSG00000269901,NA,ENSG00000269901
ENSG00000261592,NA,ENSG00000261592
ENSG00000260750,NA,ENSG00000260750
ENSG00000260671,NA,ENSG00000260671
ENSG00000278341,NA,ENSG00000278341
ENSG00000259881,NA,ENSG00000259881
LINC00304,NA,ENSG00000180422
ENSG00000260659,NA,ENSG00000260659
ENSG00000260279,NA,ENSG00000260279
ENSG00000261253,NA,ENSG00000261253
ENSG00000261692,NA,ENSG00000261692
GAS8-AS1,NA,ENSG00000221819
URAHP,NA,ENSG00000290738
PRDM7,NA,ENSG00000126856
ENSG00000290739,NA,ENSG00000290739
ENSG00000261172,NA,ENSG00000261172
LINC02887,NA,ENSG00000280279
RPH3AL-AS1,NA,ENSG00000262061
RPH3AL-AS2,NA,ENSG00000262294
ENSG00000241525,NA,ENSG00000241525
ENSG00000263015,NA,ENSG00000263015
ENSG00000262905,NA,ENSG00000262905
ENSG00000262434,NA,ENSG00000262434
ENSG00000277491,NA,ENSG00000277491
ENSG00000262133,NA,ENSG00000262133
ENSG00000262003,NA,ENSG00000262003
ENSG00000262777,NA,ENSG00000262777
ENSG00000277597,NA,ENSG00000277597
ENSG00000262791,NA,ENSG00000262791
ENSG00000228133,NA,ENSG00000228133
ENSG00000262533,NA,ENSG00000262533
ENSG00000236838,NA,ENSG00000236838
ENSG00000236457,NA,ENSG00000236457
ENSG00000289388,NA,ENSG00000289388
ENSG00000274758,NA,ENSG00000274758
ENSG00000262456,NA,ENSG00000262456
ENSG00000272770,NA,ENSG00000272770
ENSG00000262884,NA,ENSG00000262884
ENSG00000263338,NA,ENSG00000263338
ENSG00000262692,NA,ENSG00000262692
ENSG00000262921,NA,ENSG00000262921
ENSG00000261898,NA,ENSG00000261898
VMO1,NA,ENSG00000182853
GLTPD2,NA,ENSG00000182327
GP1BA,NA,ENSG00000185245
CAMTA2-AS1,NA,ENSG00000262678
KIF1C-AS1,NA,ENSG00000227495
ENSG00000263164,NA,ENSG00000263164
ENSG00000262231,NA,ENSG00000262231
ENSG00000263316,NA,ENSG00000263316
ENSG00000262089,NA,ENSG00000262089
CLEC10A,NA,ENSG00000132514
ENSG00000263342,NA,ENSG00000263342
ENSG00000263171,NA,ENSG00000263171
TMEM95,NA,ENSG00000182896
ENSG00000263301,NA,ENSG00000263301
SLC35G6,NA,ENSG00000259224
ENSG00000276384,NA,ENSG00000276384
ENSG00000288929,NA,ENSG00000288929
GUCY2D,NA,ENSG00000132518
ENSG00000289984,NA,ENSG00000289984
ODF4,NA,ENSG00000184650
ENSG00000265749,NA,ENSG00000265749
PIK3R5-DT,NA,ENSG00000266389
ENSG00000262815,NA,ENSG00000262815
ENSG00000283025,NA,ENSG00000283025
MYH8,NA,ENSG00000133020
MYH4,NA,ENSG00000264424
MYH1,NA,ENSG00000109061
MYH2,NA,ENSG00000125414
ENSG00000261433,NA,ENSG00000261433
ENSG00000263388,NA,ENSG00000263388
ENSG00000266114,NA,ENSG00000266114
ENSG00000289964,NA,ENSG00000289964
ENSG00000265400,NA,ENSG00000265400
ENSG00000286617,NA,ENSG00000286617
ENSG00000277621,NA,ENSG00000277621
ENSG00000265494,NA,ENSG00000265494
ENSG00000233852,NA,ENSG00000233852
ENSG00000266744,NA,ENSG00000266744
ENSG00000266709,NA,ENSG00000266709
ENSG00000226130,NA,ENSG00000226130
ENSG00000205325,NA,ENSG00000205325
ENSG00000265445,NA,ENSG00000265445
ENSG00000237377,NA,ENSG00000237377
ENSG00000266261,NA,ENSG00000266261
TBC1D26-AS1,NA,ENSG00000233002
ENSG00000265519,NA,ENSG00000265519
